	prize	Base_Mean	log2FC	StdErr	Wald_Stats	P_value	P_adj
RNF41	0.8490807749738255	2960.45170025969	-0.9997259309159928	0.0504413551840172	19.8195692258634	2.0182888944914294e-87	1.2357269053244997e-85
MCM2	0.8425418731771085	311.812191007258	-3.1074650311452	0.15739163507425102	19.74352086551	9.119629224919478e-87	5.569454781980008e-85
EXOC7	0.8412995291468257	1457.36137069471	1.2938990810758602	0.0655838263708341	-19.728935511626002	1.2170613154054596e-86	7.413906169945879e-85
C5orf15	0.8407055867948222	1087.4243584911999	-1.58873732246225	0.0805570434814634	19.7218921375612	1.3989583473657998e-86	8.500438321796947e-85
ADAMTS6	0.8389611978485366	1821.8779425307398	-1.27884686043817	0.0649113402435372	19.7014397736996	2.0957477059910796e-86	1.2702237103666798e-84
TBL1XR1	0.8377767906623526	1770.5169953795603	1.42277733532716	0.0722680541804489	-19.687500258061103	2.7597661493037894e-86	1.6684797257424097e-84
IFRD2	0.8373712800026079	483.94097905228597	-2.2585742764333303	0.11474954847105599	19.682641949593503	3.037478222973559e-86	1.8317744611826997e-84
FERMT2	0.8356825542121484	3304.5567852076197	1.05337006712158	0.0535717223253447	-19.662800100478197	4.4923423740526486e-86	2.7023685551113697e-84
SHMT2	0.8351806977167361	1341.01120866296	-1.3970907633774001	0.0710741322656438	19.6568106966919	5.0552528009886696e-86	3.033403812902479e-84
MFAP3	0.8341135478621838	851.970035039339	1.63576936781581	0.0832697884525229	-19.6442118830224	6.479470909936318e-86	3.878334055594219e-84
RP6-99M1.2	0.8340485910002675	640.639969920613	-2.08894247754483	0.10634362262691699	19.643326284580397	6.593472871661419e-86	3.936777772653029e-84
LMNB1	0.832925269822376	440.14569429309404	-2.36285493554572	0.120369201989144	19.6300623124413	8.560963795527198e-86	5.098859179405328e-84
KANK1	0.8324997699956223	2144.42116511883	1.1168863290885	0.0569115276138921	-19.6249578234107	9.465559748734278e-86	5.623711078371458e-84
DPYSL3	0.8322504561040662	5247.992465935879	0.9198888909430559	0.0468806897583103	-19.6219146024828	1.00495982564588e-85	5.955995892781049e-84
PRUNE2	0.8297351945898942	1663.58175537729	1.26702158805526	0.0646692738345327	-19.5923274366301	1.7978076652340899e-85	1.0628709592349497e-83
ATP5B	0.8272516801935182	7608.50243856708	-0.888389862631633	0.0454115800280946	19.563068760919897	3.192716974757679e-85	1.8829204864367494e-83
PRR29	0.8258469332937313	1465.29699012399	-1.34690929046176	0.0689081432828572	19.5464458378005	4.4228097282147487e-85	2.6019962758020293e-83
HIPK3	0.8229929896991794	2427.63268018064	-1.0545456091604901	0.0540438978749593	19.5127600085467	8.553683258094289e-85	5.019968940396699e-83
MAGED2	0.8218126213815314	5852.744044852459	0.9116250520637329	0.0467530285513809	-19.4987379493902	1.12524725266532e-84	6.5877614096430285e-83
ITGA1	0.8174777299629592	494.694711489746	2.5476016335199	0.130998994596816	-19.4474899701393	3.0605007994477895e-84	1.7874216076774896e-82
AXL	0.8168133510780495	4672.90538278784	0.971963501115482	0.0499993611569429	-19.4395183983369	3.5750590653457693e-84	2.0828830806380094e-82
RANGAP1	0.816576202274628	1921.42738465006	-1.22869602673768	0.0632156088075451	19.4365924795305	3.7848475497704895e-84	2.1997826507868995e-82
DOPEY1	0.8138525054370592	1010.98083565629	1.51474639360484	0.0780625694835635	-19.4042599881852	7.103392796806229e-84	4.118598493415701e-82
DPF3	0.8131147338697089	427.920659929662	2.32582546968995	0.11991632815928999	-19.3954026560958	8.438946258682887e-84	4.881200117221819e-82
PDLIM5	0.8115230754685647	4639.45137059633	-1.09454414052065	0.0564884492953582	19.3764239269106	1.2203847882857798e-83	7.041942152453808e-82
PIM3	0.8096131744306463	1667.51084593776	-1.4076768515112401	0.072734433584265	19.3536511132709	1.8990094077595392e-83	1.09315704233278e-81
RAI14	0.8090109644364611	6956.64835681715	-1.0001633487467	0.0516976976999445	19.3463808495242	2.1866831422418495e-83	1.2557510684635598e-81
KLF6	0.8079831779726233	3210.82634536987	-1.16476745582203	0.0602443472707361	19.3340538754217	2.7771527694527795e-83	1.5910440461564997e-81
FRMD5	0.8049494378098148	917.1292463154119	-1.64015360608899	0.0849915891078531	19.297834330496602	5.6007813622305185e-83	3.1993092305043597e-81
ATP11C	0.8049494378098148	1023.3060242418401	-1.58725028723094	0.0822505767283769	19.297740518861698	5.610957091151369e-83	3.1993092305043597e-81
ELOVL6	0.8013551350307773	543.873280421543	1.9895240515188999	0.103326144573756	-19.2547980932236	1.2867528589094396e-82	7.3195856480092295e-81
PTPRJ	0.7978781021742687	1304.34511065854	1.4758113628696998	0.0768125178878338	-19.2131621700615	2.872261101594539e-82	1.6300081751548998e-80
KIF2C	0.7978674831534369	212.40330764340197	-4.62328532595414	0.240634272049386	19.212912967797397	2.8860835021716794e-82	1.6339986171589395e-80
ARMCX2	0.7948755834688082	2343.96551264673	-1.08232391398174	0.056438653901159	19.1769973089226	5.761287258774389e-82	3.2541806108128994e-80
GLMP	0.792489688227833	662.50391012932	-1.87487200728585	0.0979133184256746	19.1482837823443	1.0002932306458598e-81	5.636781198079758e-80
PPME1	0.792456969059979	796.044222069464	-1.7690400395421002	0.0923888306665053	19.1477695602381	1.0102180885799698e-81	5.6794083288343785e-80
CYB5A	0.7922659263885368	555.119433763909	2.0001637774799197	0.104472525983732	-19.145356720783898	1.0581151457391098e-81	5.934817397849518e-80
KIAA0040	0.7870506330458791	556.181949243411	-1.9686502892356899	0.103164790645006	19.082579210671803	3.5243045334193287e-81	1.97213524844502e-79
ZYG11B	0.7864970965154684	1162.50098164453	1.55165191302577	0.0813413996174796	-19.075795601288604	4.0126926471977593e-81	2.2402183405306892e-79
THRAP3	0.7832616077368215	3463.44270142733	-0.9049719218675171	0.0475383112821766	19.0366863579947	8.472103460134357e-81	4.718883181892428e-79
BCL6B	0.7823249658523562	3517.76023032877	-0.9257395281261159	0.0486584335627035	19.025263666434398	1.05356076426053e-80	5.854683397144789e-79
UBE3C	0.782141662745951	3510.1153444717997	-0.9169533815888878	0.0482025309195456	19.022930209191	1.1015183400505799e-80	6.107081635552329e-79
MAP2K1	0.7786002929788576	643.484929211746	1.91564148821082	0.100929407419086	-18.9800132309957	2.49533142892892e-80	1.3802911458135098e-78
IFITM2	0.7767876125359318	4724.87586670424	0.9198196858869809	0.0485189435109506	-18.957949603320998	3.796588371555209e-80	2.0952639769807594e-78
KRT7	0.7750958861991191	522.745120433799	-2.06677546189423	0.109137653023661	18.9373273534309	5.617733005465608e-80	3.09322406355866e-78
HNRNPUL1	0.7745168502057215	3208.6625333844395	1.03586577431417	0.0547203207123992	-18.930184633940698	6.43364905964328e-80	3.5343941477885097e-78
ARPP19	0.7743716825469759	4565.20774098863	-1.02922181260383	0.0543747521086492	18.928303535936802	6.6675233162411285e-80	3.6545318003506593e-78
FAM8A1	0.7739402196520342	469.78963483052695	2.46843154092625	0.130446452529721	-18.9229487889971	7.380724399516718e-80	4.03624978411753e-78
CYTH1	0.7734026577197122	1642.98266472857	-1.3791961359656297	0.0729104410343958	18.9163049406736	8.372228927556049e-80	4.568085543193959e-78
SPATS2L	0.773016485183265	3458.58740502193	0.999034190859505	0.0528268162160912	-18.9114972739015	9.171535017511889e-80	4.992884063153189e-78
PAWR	0.7724477682110124	1628.9978448869	-1.31295010863904	0.0694518281135498	18.9044715495817	1.04784050566044e-79	5.691453328939378e-78
ANGPT2	0.7718136451639546	642.967223461801	-1.8261628495302098	0.0966395086396642	18.8966487437281	1.2153090480418098e-79	6.586208629275219e-78
RAB13	0.7697875549676538	1493.45319215494	1.40707615935997	0.0745593495226394	-18.871894247584898	1.9421053818921895e-79	1.0501334763840399e-77
EIF4G2	0.7694581439325238	23336.770079815	0.7457481545135191	0.0395249817836534	-18.8677671907731	2.0998522744743498e-79	1.1328844266457797e-77
SLAIN2	0.7680825110076753	482.410693878924	2.0975618310235	0.11127117622887701	-18.850900135260197	2.8888480555812195e-79	1.5550662620446396e-77
DDAH1	0.7670975503761022	4279.25942007315	-0.894080892916981	0.0474595947459445	18.838780602807	3.6323798173206295e-79	1.9509447134903796e-77
SESN2	0.7659751898841586	563.539562379886	-2.04993305236723	0.1088943148096	18.8249777405874	4.714065690565089e-79	2.526277252703279e-77
LGALS3BP	0.7649061896242039	376.92399240562696	-2.9682511768643303	0.157786527151982	18.811816385344898	6.04312849708469e-79	3.231327953263369e-77
COL5A2	0.7635412213820872	15407.035660764599	0.910492650974379	0.0484432647951891	-18.7950307400586	8.293210353648358e-79	4.424639191341169e-77
MYL9	0.7619764394340466	634.372559658373	1.95874571605079	0.10432296182919	-18.7757870530735	1.1916885565270297e-78	6.3438960281312784e-77
MLF2	0.7607690160937699	1016.9465264116699	1.51191139668253	0.0805884338245897	-18.7608981206085	1.5771204756026097e-78	8.37719048210819e-77
TXN	0.7600189620732025	1956.49681013099	-1.3775086606983102	0.0734608641962674	18.7515989060241	1.8785723380982897e-78	9.956433391920949e-77
MEA1	0.7596460603049836	510.034699764389	2.18655757759904	0.11663559320900801	-18.7469152206462	2.0515100257087796e-78	1.0849106426066998e-76
ARID5B	0.7579177114054041	590.909377766248	1.9779509980878	0.105628076350384	-18.725617907938002	3.060990485412249e-78	1.61520949692959e-76
USP40	0.7575795972442037	868.9462214022951	-1.5844232793331399	0.0846318701511327	18.721354928158	3.3160781208054997e-78	1.7459840643943597e-76
KANK2	0.7564721671042086	872.9853819929901	1.65653406080441	0.0885484776648054	-18.7076514976928	4.2886148505817796e-78	2.2531146404956096e-76
DDX21	0.755943590522111	4129.01934731799	-1.02531186473645	0.0548264427801309	18.701046661886	4.854247446905159e-78	2.5447255352381696e-76
NCOA4	0.7546673877299468	6606.814638685029	0.948370757345095	0.0507550337923781	-18.6852551655184	6.526605103636528e-78	3.4139820000804796e-76
PRSS3	0.7539293873294487	414.78567919716403	2.2578979521273	0.120897926400178	-18.6760684765887	7.752298200818709e-78	4.046329702995659e-76
TGFB1	0.7524616052842421	459.067424362752	2.18109563041519	0.11689931562510401	-18.6578990540027	1.0893055708436599e-77	5.673348624597429e-76
FAM91A1	0.7501034139926557	1445.3900958109198	-1.32650477078595	0.0712074295356686	18.628741122041	1.87891818309374e-77	9.764693158013299e-76
SLC7A5	0.7482438925153052	579.714776468541	-2.22191480902065	0.11942123536573801	18.6056927163401	2.8893290663985298e-77	1.49834129301038e-75
FUT8	0.7481440795837259	1063.37366617538	1.4698853223250499	0.0790076338127127	-18.6043455725988	2.962874607960469e-77	1.5331761035859096e-75
CCDC117	0.7462486399794238	670.278193546735	-1.7446366485681999	0.0938944726975953	18.580823752928698	4.593991594993419e-77	2.37211643259081e-75
XPO6	0.7460150771920427	3150.20740285485	-0.9762255370484341	0.0525478990611174	18.5778224151836	4.8582229237573e-77	2.5031811561337897e-75
G3BP2	0.7453455568211453	2725.0471917206896	-1.0209486313427298	0.0549800697922545	18.569431344857303	5.680132263526849e-77	2.9204133018158794e-75
GAN	0.744649467134128	694.656306312229	-1.73134397289489	0.0932800604709804	18.560708088665	6.681814380356719e-77	3.4280984567194795e-75
TPX2	0.7434616114373693	953.0839219791451	-1.53941603966225	0.0830057606392989	18.5458940175463	8.802478880215689e-77	4.50649461310106e-75
ZFYVE26	0.742392534526747	2470.26537551508	-1.07799443496829	0.0581676573064154	18.5325399867771	1.12832895218009e-76	5.764299627889019e-75
PTMA	0.7418795362577932	7793.9224789091695	-0.8123916206378579	0.0438512673203975	18.5260693767902	1.2724966579663299e-76	6.487036988132609e-75
BHLHE40	0.7404306449156501	1002.8648330352601	-1.6251835475651597	0.0878098321235431	18.5079906003991	1.7801841367598793e-76	9.055981120235968e-75
DHRS3	0.7400203998258097	578.704992078813	1.9157940419078099	0.10354083645058398	-18.502786992860898	1.96067962896135e-76	9.953137812672578e-75
TSC22D3	0.7369059416898956	637.142897175293	1.79711640648794	0.0973308951879726	-18.4639872367065	4.025016992494259e-76	2.0389465025978298e-74
DZIP1	0.736229724642572	1137.2917258829302	1.59598203882566	0.0864774841448631	-18.455463345258103	4.7130578012183695e-76	2.3824705212797596e-74
MYO5A	0.736035765554103	5798.81276729778	0.9382209781530949	0.0508439920699358	-18.4529369146029	4.938671062441789e-76	2.4912851803872992e-74
NAA30	0.733861204748125	2032.14171438018	1.15187428353029	0.0625143827126943	-18.4257483405716	8.165366813145489e-76	4.1103568254792195e-74
LRP11	0.7336854912778277	889.0187376128191	1.6934095105624598	0.0919160040795839	-18.4234457048007	8.520295617517449e-76	4.2800700031044896e-74
MBTPS1	0.7332122741604468	1899.35554699187	-1.13191112408374	0.0614586741228718	18.4174348086448	9.520989777703638e-76	4.772792833981349e-74
RFTN1	0.7317606050984091	1520.1182121266	1.37921143207775	0.0749603322883834	-18.3992171589064	1.3327627442896197e-75	6.6671387012675396e-74
MAN1A2	0.7311007444046641	1944.4793489253698	1.23087298555185	0.0669284841072452	-18.390869029388398	1.5546795118849297e-75	7.761140749994848e-74
PPP1CA	0.7300215495053405	2725.45889496315	0.9526777540078459	0.051839977485699004	-18.377279470668398	1.9973789000660995e-75	9.950503331964909e-74
EPB41L4A	0.7274841793512856	704.680912319752	1.6995010445869199	0.0926388759853373	-18.345441117570502	3.59001037816192e-75	1.78476920907711e-73
MTOR	0.7271538436612246	3430.77913706882	1.05239661823248	0.0573788482696816	-18.3411945336756	3.8817329135539697e-75	1.9258197395038295e-73
SLC16A9	0.7269231450358895	374.600364245514	-2.47754617160273	0.13510305798817	18.3381946233939	4.1019469861416993e-75	2.03088576914695e-73
KIAA1551	0.7268042802457283	3425.34195457476	1.03927432561781	0.0566776079479457	-18.336594701955498	4.224440661500029e-75	2.0872380122590097e-73
OAS3	0.7259353408663743	7423.860231149971	-0.744892226169468	0.040647629857378	18.3256005032299	5.170755623035059e-75	2.5495639713415895e-73
APOL3	0.7240263642899568	883.132355777101	1.5007334463109498	0.0820003098910227	-18.3015582295409	8.041567425109408e-75	3.956977410694939e-73
PDE2A	0.7226465178031743	1008.6919284758501	1.66677763514964	0.0911598015016057	-18.284129711716	1.1071655836932098e-74	5.436860872413459e-73
AKAP12	0.7204771241636234	11472.5307870694	0.9104692656043349	0.0498702564948498	-18.256759230792397	1.8282574562650798e-74	8.959578597281139e-73
VKORC1L1	0.7196573963861126	1082.13497650579	-1.50972757547127	0.0827414044844895	18.246337306907602	2.2125533006548996e-74	1.0820824699259798e-72
CHMP5	0.7183403679746092	1991.1952865895498	-1.07182664817262	0.0587957947856202	18.229648091001803	3.0024680824457295e-74	1.4654236713957197e-72
PITRM1	0.7181535637664296	2314.59520769305	-1.04001114886862	0.0570582440904233	18.227184615433604	3.1407896407190798e-74	1.5298315857283897e-72
ART4	0.7175963037528803	643.594161600089	1.8001496290313	0.0988004556549896	-18.2200539167289	3.57802277957822e-74	1.7392804873173895e-72
GIMAP4	0.7160990117120751	4563.96969106864	-1.03503799401374	0.0568668827393298	18.2010679002438	5.0611450344447096e-74	2.455267576992109e-72
OGFRL1	0.7158787560676985	1251.8353244426598	-1.42356347103549	0.0782255988495933	18.198179265749303	5.335179792788369e-74	2.5829999230195895e-72
CALU	0.7152733118155673	12888.2168460361	0.71076823427779	0.039073745942185	-18.1904298433396	6.145630408997789e-74	2.9694007811507e-72
PEG10	0.714187575940747	281.36525994051397	3.50333763192042	0.19273875480149202	-18.176612355561897	7.906990720009779e-74	3.8127857856688393e-72
GLIPR1	0.7113931288665887	976.228284306649	1.49957799980213	0.0826615706454048	-18.141174769529897	1.5077363147961196e-73	7.255830241324839e-72
